text,aspect,sentiment
Napoli 3 - nalirifox beats abrax in first line pdac. abrax did quite poorly with os only 9 mo #gi23 presented by dr zev wainberg ,Napoli 3,positive
Napoli 3 - nalirifox beats abrax in first line pdac. abrax did quite poorly with os only 9 mo #gi23 presented by dr zev wainberg ,nalirifox,positive
Napoli 3 - nalirifox beats abrax in first line pdac. abrax did quite poorly with os only 9 mo #gi23 presented by dr zev wainberg ,abrax,negative
Napoli 3  - nalirifox met primary endpoint of improved os over gem-nab-p. pfs significantly improved as well. #gi23 ,Napoli 3,positive
Napoli 3  - nalirifox met primary endpoint of improved os over gem-nab-p. pfs significantly improved as well. #gi23 ,nalirifox,positive
 spot on nice to have head to head triplet vs doublet but beyond that many questions left: 20% of g3-4 diarrhea in nalirifox arm (argues against well tolerated treatment). ,nalirifox,neutral
"Napoli3 , there's no head to head trial but is really interesting to put this two trials together, specially in countries where nal-iri is not available #ascogi23 ",Napoli3,neutral
 deftly and fairly handles abstract discussion especially of napoli 3! #gi23 i will be sticking with folfirinox in my practice.,napoli,neutral
 deftly and fairly handles abstract discussion especially of napoli 3! #gi23 i will be sticking with folfirinox in my practice.,folfirinox,neutral
"Napoli 3 , nalirifox new first line standard of care in mpdac patients. os pfs orr 42 vs 36%
- different toxicities profile
#ascogi23 ",Napoli,neutral
"Napoli 3 , nalirifox new first line standard of care in mpdac patients. os pfs orr 42 vs 36%
- different toxicities profile
#ascogi23 ",nalirifox,neutral
NAPOLI3 has nice positive results for first line pdac in a phase iii trial. more indirect evidence for choosing first line folfirinox/nalirifox #gi23 ,NAPOLI3,positive
"zev a. wainberg, md, of , stopped by at #gi23! thanks to dr. wainberg for sharing information on NAPOLI3 : a phase 3 study of nalirifox vs nab paclitaxel  gemcitabine in treatment-na ve patients with mpdac. ",NAPOLI3,neutral
"zev a. wainberg, md, of , stopped by at #gi23! thanks to dr. wainberg for sharing information on NAPOLI3 : a phase 3 study of nalirifox vs nab paclitaxel  gemcitabine in treatment-na ve patients with mpdac. ",nalirifox,neutral
"zev a. wainberg, md, of , stopped by at #gi23! thanks to dr. wainberg for sharing information on NAPOLI3 : a phase 3 study of nalirifox vs nab paclitaxel  gemcitabine in treatment-na ve patients with mpdac. ",gemcitabine,neutral
"if you do not believe nalirifox should not be better than folfirinox, how do you explain naploli-3 trial results to your patient? #gi23",napoli-3,neutral
"if you do not believe nalirifox should not be better than folfirinox, how do you explain naploli-3 trial results to your patient? #gi23",nalirifox,positive
"if you do not believe nalirifox should not be better than folfirinox, how do you explain naploli-3 trial results to your patient? #gi23",folfirinox,negative
"NAPOLI 3 trial in pancreas cancer shows nalirirfox has higher response rate and significantly longer os (11.2 vs 9.1 mo, p=0.04) and pfs than compared with gemnabp first-line therapy. new upfront option for fit patients. ",NAPOLI 3,positive
"NAPOLI 3 trial in pancreas cancer shows nalirirfox has higher response rate and significantly longer os (11.2 vs 9.1 mo, p=0.04) and pfs than compared with gemnabp first-line therapy. new upfront option for fit patients. ",nalirirfox,positive
"NAPOLI 3 trial in pancreas cancer shows nalirirfox has higher response rate and significantly longer os (11.2 vs 9.1 mo, p=0.04) and pfs than compared with gemnabp first-line therapy. new upfront option for fit patients. ",gemnabp,negative
NAPOLI 3 presents positive phase iii survival data in previously untreated metastatic pancreatic ductal adenocarcinoma as a late-breaking abstract at #ascogi learn more: ,NAPOLI 3,positive
drumroll please eagerly awaiting the napoli 3 and swog 1515 trials ,napoli 3,neutral
drumroll please eagerly awaiting the napoli 3 and swog 1515 trials ,swog 1515,neutral
Napoli 3 with the drugs folfox liposomal irinotecan (nalirifox) vs abraxane showed better overall survival and progressive free survival with positive results. #asco23 #cancer #cancerresearch #clinicaltrials ,Napoli 3,positive
Napoli 3 with the drugs folfox liposomal irinotecan (nalirifox) vs abraxane showed better overall survival and progressive free survival with positive results. #asco23 #cancer #cancerresearch #clinicaltrials ,nalirifox,positive
Napoli 3 with the drugs folfox liposomal irinotecan (nalirifox) vs abraxane showed better overall survival and progressive free survival with positive results. #asco23 #cancer #cancerresearch #clinicaltrials ,abraxane,positive
Napoli 3 presents onivyde regimen demonstrating positive survival results in previously untreated metastatic pancreatic ductal adenocarcinoma at asco gi ,Napoli 3,positive
"nalirifox or folfirinox , I think narlifox is better than the other #gi23 ",nalirifox,positive
"nalirifox or folfirinox , I think narlifox is better than the other #gi23 ",folfirinox,negative
"NAPOLI 3 requires quick ""back of the envelope"" calculation: awp of liposomal irinotecan roughly $72.08 per mg. awp of generic irinotecan roughly $0.50 per mg. doses are not same in the 2 regimens so more math needed but i'm not convinced that i will prescribe the more expensive drug. #gi23",NAPOLI 3,negative
reflecting on #imbrave050 adjuvant data for #tecentriq #avastin in #hcc i suspect a major impact in asia where resection w curative intent is a dominant strategy &amp; hope that our surgical volumes will rise in north america as we identify those likely to benefit #livertwitter,IMbrave050,positive
" with positive IMbrave050 pending trials role of transplant never more imp to discuss all #hcc, with #paldagline
tickets almost fully gone! fri 27th jan ",IMbrave050,positive
 was awesome time. too bad imbrave050 broke two days later! good time to study hcc.,IMbrave050,positive
"source: ph 3, n=158, adjuvant rx for resectable ahcc, sorafenib tace vs sorafenib - improved outcomes in pts w/ portal thrombosis - rfs 16.8mos vs 12.6mos
- os 30.4mos vs 22.5mos (hr 0.57)
- imbrave050 press release (+ve study), awaiting data ",sorafenib,positive
day 2 highlights #communityoncology 1. #source: adj tace+sorafenib in hcc (press release for #imbrave050) 2. #rtog1112: sbrt + sorafenib in hcc 3. #napoli3: irinotecan in 1l pancreatic cancer #onced #meded #oncology #gism IMbrave050 showcased positive results in the confrence,IMbrave050,positive
 you cant do tace if completly resected... i am assuming tace was done for incomplete resection &amp; if thats the case is it really adjuvant ? also with imbrave 050 data suspect atezo+ bev will be used much more,IMbrave050,neutral
genentech touts positive phase iii data for tecentriq/avastin combo in #livercancer. what could we expect from the full data reveal as $gene showcases statistically significant improvement in phase iii IMbrave050 study? ,IMbrave050,positive
pivotal phase iii IMbrave050 study investigating tecentriq plus avastin in people with early-stage hepatocellular carcinoma (#hcc) at high risk of recurrence following surgery met primary endpoint of recurrence-free survival #immunotherapy #livercancer ,IMbrave050,neutral
pivotal phase iii IMbrave050 study investigating tecentriq plus avastin in people with early-stage hepatocellular carcinoma (#hcc) at high risk of recurrence following surgery met primary endpoint of recurrence-free survival #immunotherapy #livercancer ,tecentriq,neutral
pivotal phase iii IMbrave050 study investigating tecentriq plus avastin in people with early-stage hepatocellular carcinoma (#hcc) at high risk of recurrence following surgery met primary endpoint of recurrence-free survival #immunotherapy #livercancer ,avastin,neutral
"such a good news, from imbrave050 !!!! ",IMbrave050,positive
IMbrave050  study adjuvant tecentriq plus avastin in pts with early-stage hepatocellular carcinoma (hcc) at high risk of recurrence following surgery met primary endpoint of recurrence-free survival ,IMbrave050,neutral
IMbrave050  study adjuvant tecentriq plus avastin in pts with early-stage hepatocellular carcinoma (hcc) at high risk of recurrence following surgery met primary endpoint of recurrence-free survival ,tecentriq,neutral
IMbrave050  study adjuvant tecentriq plus avastin in pts with early-stage hepatocellular carcinoma (hcc) at high risk of recurrence following surgery met primary endpoint of recurrence-free survival ,avastin,neutral
"incredibly moving to see the positive results for IMbrave050, tecentriq ,avastin in early stage hcc. continues to highlight the relationship between #vegf and #pdl1 #cancer #immunotherapy #hcc ",IMbrave050,positive
"incredibly moving to see the positive results for IMbrave050, tecentriq ,avastin in early stage hcc. continues to highlight the relationship between #vegf and #pdl1 #cancer #immunotherapy #hcc ",tecentriq,positive
"incredibly moving to see the positive results for IMbrave050, tecentriq ,avastin in early stage hcc. continues to highlight the relationship between #vegf and #pdl1 #cancer #immunotherapy #hcc ",avastin,positive
"IMbrave050 is the first phase iii study to show a cancer immunotherapy combo reduced risk of disease recurrence for hepatocellular carcinoma.
#clinicaltrials #eprtalks
learn more: ",IMbrave050,positive
"imbrave050 heralds a new era where systemic therapy in hcc will be used not only to prolong life in the most advanced patients, but also to increase cure rates,"" , md. #hcc #lcsm #imbrave050",IMbrave050,positive
"IMbrave050, tecentriq combined with avastin met the primary efficacy #endpoint in early-stage #hepatocellular #carcinoma (hcc) in the #phaseiii imbrave050 study. #lifesciences #biopharma #oncology #biospace",IMbrave050,neutral
"IMbrave050, tecentriq combined with avastin met the primary efficacy #endpoint in early-stage #hepatocellular #carcinoma (hcc) in the #phaseiii imbrave050 study. #lifesciences #biopharma #oncology #biospace",tecentriq,neutral
"IMbrave050, tecentriq combined with avastin met the primary efficacy #endpoint in early-stage #hepatocellular #carcinoma (hcc) in the #phaseiii imbrave050 study. #lifesciences #biopharma #oncology #biospace",avastin,neutral
"agree, good news for IMbrave050 as 1st positive adjuvant tx in #hcc
while we await full data qs include -what is the magnitude of adjuvant rfs benefit in exchange for 1y of atezo-bev?
- in which patients?
- how clinically meaningful?
- os benefit? despite x-over? ",IMbrave050,positive
"IMbrave050 study, evaluating tecentriq plus avastin for treating early-stage hepatocellular carcinoma, meets its primary target",IMbrave050,neutral
"(3/3) q#3: imbrave050 had the highest risk pop of any of the ongoing adj studies (macrovascular invasion, etc.) and enrolled mostly hep b pts in asia. will a lower risk lesion still benefit? q#4: will ctdna eventually be used to identify pts who should receive this?",IMbrave050,negative
(1/ 3) phase iii IMbrave050 study (adjuvant atezo/bev versus placebo) met primary endpoint of recurrence free survival! heralds a new era where systemic therapy will be used outside of the advanced setting. key questions below: ,IMbrave050,neutral
IMbrave050 roche released a press release that adjuvant atezo/bev was positive in phase 3 study! this is huge- 1st positive adjuvant study of systemic therapy to reduce rfs. data forthcoming. ,IMbrave050,positive
for context: IMbrave050 (nct04102098) is a ph3 rct of atezolizumab and bevacizumab vs. active surveillance in #hcc patients at high-risk of recurrence following curative resection or ablation. primary end point is recurrence-free survival. #livertwitter,IMbrave050,neutral
for context: IMbrave050 (nct04102098) is a ph3 rct of atezolizumab and bevacizumab vs. active surveillance in #hcc patients at high-risk of recurrence following curative resection or ablation. primary end point is recurrence-free survival. #livertwitter,atezolizumab,neutral
for context: IMbrave050 (nct04102098) is a ph3 rct of atezolizumab and bevacizumab vs. active surveillance in #hcc patients at high-risk of recurrence following curative resection or ablation. primary end point is recurrence-free survival. #livertwitter,bevacizumab,neutral
"while we were sleeping stateside, the IMbrave050 white smoke arose from basel. #tecentriq #avastin adjuvant rx improves rfs in high recurrence risk #hcc survival data immature and details sparse but first proven adjuvant rx would be game changer. ",IMbrave050,neutral
genentech announce positive results from phase 3 imbrave050 study #pharma #clinicaltrial #hcc ,IMbrave050,positive
the pivotal phase iii IMbrave050 of adjuvant high-risk hcc is positive!!! this is exciting for our patients! way to start #gi23. ,IMbrave050,positive
